Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoauxadjetivo,eu sou casada,Faz Gostoso (Feat. Anitta),Madonna,Dance; Pop,"Come baby, come. Come, vem cá. . Come, come to me. Show me how you move your body. I said come, do it good. You know how I like to party. Tão louca, sua boca. Mas essa sua dança me deixa maluca. Com ar de safado (Safado). . But today he's saying ""no way"". Better throw that cachaça away. Boy, I think that you're losing your mind. You act like a fool, a fool all the time. But today he's saying ""no way"" (Hey-yeah). Better throw that cachaça away (Hey-yeah). Boy, I think that you're losing your mind. You're losing it. . Eu não nego ele é safado e ainda por cima é carinhoso. Ele faz tão gostoso. E-Ele faz tão gostoso. Ele não quer compromisso e na minha casa é perigoso. Ele faz tão gostoso. E-Ele faz tão gostoso. Ele sabe que eu sou casada e ainda amo o meu amor. Ele faz tão gostoso. E-Ele faz tão gostoso. Eu me sinto no poder, mas esse cara é perigoso (Vai, vai). Ele faz tão gostoso (Vai). E-Ele faz tão gostoso. . Go, do it good. There's no rush, just move your body. I said go (Go!) , do it good. You know how I like to party. Sarado, cuidado. Mas esse seu toque me deixa maluca. Com ar de safado. . But today he's saying ""no way"" (Hey-yeah). Better throw that cachaça away (Hey-yeah). Boy, I think that you're losing your mind. You act like a fool, a fool all the time. But today he's saying ""no way"" (Hey-yeah). Better throw that cachaça away (Hey-yeah). Boy, I think that you're losing your mind. You're losing it. . Eu não nego ele é safado e ainda por cima é carinhoso. Ele faz tão gostoso. E-Ele faz tão gostoso. Ele não quer compromisso e na minha casa é perigoso. Ele faz tão gostoso. E-Ele faz tão gostoso. Ele sabe que eu sou casada e ainda amo o meu amor. Ele faz tão gostoso. E-Ele faz tão gostoso. Eu me sinto no poder, mas esse cara é perigoso (Safado). Ele faz tão gostoso (Ele faz tão gostoso). E-Ele faz tão gostoso. . Ele faz, ele faz, ele faz. Faz tão gostoso. Ele faz, ele faz, ele faz. (Toma que toma que toma, tá). I like to party, party, party. Come baby come, go baby go. Come baby come, go baby go. Come baby come, go baby go. Come baby come (Safado). . Eu não nego ele é safado e ainda por cima é carinhoso. Ele faz tão gostoso. E-Ele faz tão gostoso (Vai, vai). Ele não quer compromisso e na minha casa é perigoso. Ele faz tão gostoso (Faz tão gostoso). E-Ele faz tão gostoso (Faz tão gostoso). Ele sabe que eu sou casada e ainda amo o meu amor. Ele faz tão gostoso. E-Ele faz tão gostoso. Eu me sinto no poder, mas esse cara é perigoso (Safado). Ele faz tão gostoso (Ele faz tão gostoso). E-Ele faz tão gostoso. Eu não nego ele é safado e ainda por cima é carinhoso. (Vem cá, gostoso). Ele faz tão gostoso (Vem cá, gostoso). E-Ele faz tão gostoso (Vem cá, gostoso). Ele não quer compromisso e na minha casa é perigoso. (Vem cá, gostoso). Ele faz tão gostoso (Vem cá, gostoso). E-Ele faz tão gostoso. Ele sabe que eu sou casada e ainda amo o meu amor. Ele faz tão gostoso. E-Ele faz tão gostoso. Eu me sinto no poder, mas esse cara é perigoso. Ele faz tão gostoso. E-Ele faz tão gostoso. . How you move your body. (Faz gostoso pra mim, faz gostoso pra mim). Body, body (Vai, vai, vai). Safado. (Faz gostoso pra mim, faz gostoso pra mim). Ele faz tão gostoso",Papel Social,Neutro
sujeitoauxadjetivo,eu tô linda,Todo Dia (part. Rico Dalasam),Pabllo Vittar,Pop; Dance,"Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. . Vai!. . Descendo a ladeira do meu coração. Cê disse então, eu disse paixão. Soube que a minha vida é na contra-mão. Cê deu condição, eu não dei perdão. . Tô tão bem assim. Não vem mandar em mim. Não funciona assim. . Se eu te chamo na segunda. Não vem quarta, não vem quinta. Segunda eu tô linda, quarta eu sou cinza. . Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. Não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. . Vai!. . Descendo a ladeira do meu coração. Cê disse então, eu disse paixão. Sabe que minha vida é na contra-mão. Cê deu condição, eu não dei perdão. . Tô tão bem assim. Não vem mandar em mim. Não funciona assim. . Se eu te chamar pra segunda. Não vem quarta, não vem quinta. Segunda eu tô linda, na quarta eu sou cinza. . Ressuscita!. . Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. . Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!. Eu não espero o carnaval chegar pra ser vadia. Sou todo dia, sou todo dia!",Aparência,Positivo
sujeitoauxadjetivo,eu não sou santa,Problema Seu,Pabllo Vittar,Pop; Dance,"Amor. Eu te avisei pra não ficar me esperando. Eu não sou santa. E a pista tá fervendo. Pode vir quente. Que o DJ tá me chamando. Eu tô pegando quem quiser. . Amor. Eu te avisei pra não ficar me esperando. Eu não sou santa. E a pista tá fervendo. Pode vir quente. Que o DJ tá me chamando. Eu tô pegando quem quiser. Amor. . Se você gosta de mim. Se você gosta de mim. Se você gosta de mim. Quem mandou você se apaixonar. . Problema seu. Engano seu. Problema seu. Engano seu. . Amor. Eu te avisei pra não ficar me esperando. Eu não sou santa. E a pista tá fervendo. Pode vir quente. Que o DJ tá me chamando. Eu tô pegando quem quiser. Amor. . Se você gosta de mim. Se você gosta de mim. Se você gosta de mim. Quem mandou você se apaixonar. . Problema seu. Engano seu. Problema seu. Engano seu. . Meu corpo te enlouqueceu. Problema, problema seu. . Meu corpo te enlouqueceu. Problema, problema seu. . Meu corpo te enlouqueceu. Problema, problema seu. . Meu corpo te enlouqueceu. Problema, problema seu. . Se você gosta de mim. Se você gosta de mim. Se você gosta de mim. Quem mandou você se apaixonar. . Problema seu",Caráter,Negativo
vozpassiva,eu fui alvejada,Bang Bang,Pabllo Vittar,Pop; Dance,"E bang, bang, bang, bang, bang. Bang, bang, bang, bang, bang. Rá-tá-tá. . Vittar!. . Eu fui alvejada pelo teu olhar. Tiro certeiro fez me apaixonar. Me deixando louca de amor, oh-oh. . Foi como um disparo no meu coração. Foi como bang, bang de paixão. Quando você me cercou. . Tentei me defender, não deu. Um beijo me acertou. Depois de me render. Me dei, de tão apaixonada. Alvo certo de amor, oh-oh. . Rá-tá-tá. . Bang, bang. Metralhada de amor. Penetrou, acertou o meu coração. Bang, bang. O cupido me acertou. Dispertou, provocou amor e paixão. . E bang, bang, bang, bang, bang. Bang, bang, bang, bang, bang. Rá-tá-tá. . E bang, bang, bang, bang, bang. Bang, bang, bang, bang, bang. Rá-tá-tá. . Tentei me defender, não deu. Um beijo me acertou. Depois de me render. Me dei, de tão apaixonada. Alvo certo de amor, oh-oh. . Rá-tá-tá. . Bang, bang. Metralhada de amor. Penetrou, acertou o meu coração. Bang, bang. O cupido me acertou. Dispertou, provocou amor e paixão. . E bang, bang, bang, bang, bang. Bang, bang, bang, bang, bang. Rá-tá-tá. . E bang, bang, bang, bang, bang. Bang, bang, bang, bang, bang. Rá-tá-tá",Aparência,Positivo
sujeitoauxadjetivo,eu sou bem safadinha,Ultra Som,Pabllo Vittar,Pop; Dance,"Alô, eu sou a Pabllo. Quem é que liga?. . Oi, prazer, em te conhecer. Meu nome é Pabllo não vai esquecer. Eu nasci para te dar prazer. Eu sou bem safadinha, pode crer. . Se você quiser me encontrar. É só ligar pra gente programar. No ultrassom te espero louca, mas só se for agora. Vai que a gente pode relaxar. . Tô no ultrassom e vim pra remexer. Mexe, remexe com Chupa Pabllo e manda ver. Tô no ultrassom e vim pra remexer. A revelação sonora feita pra você. . Tô no ultrassom e vim pra remexer. Mexe, remexe com Chupa Pabllo e manda ver. Tô no ultrassom e vim pra remexer. A revelação sonora feita pra você. . Com o Dj Gorkynho, é muita curtição. Também tem o Zebu e o Maffaldão. Meus Djs controlam a festa e a revelação sonora. Aí é que a gente pode relaxar. . Tô no ultrassom e vim pra remexer. Mexe, remexe com Chupa Pabllo e manda ver. Tô no ultrassom e vim pra remexer. A revelação sonora feita pra você. . Alô, eu sou a Pabllo. Quem é que liga?",Sexual,Negativo
vozpassiva,eu sou decidida,Trago Seu Amor de Volta (Part. Dilsinho),Pabllo Vittar,Pop; Dance,"Quando eu sai da sua vida. Eu nem pensei em olhar pra trás. Sabe que eu sou decidida. E pra sorrir já chorei demais. Mas o destino convida. E a gente não pensa, só vai. . Agora eu sei. Nas estrelas enxerguei. E nas cartas confirmei. Que tudo levava a nós dois. Eu vou deixar. Onde o vento me levar. Sei que eu vou te encontrar. Só pra te dizer. . Trago seu amor de volta. Nao quero nada em troca. O que o destino uniu, ninguém vai separar. Trago seu amor de volta. Nao quero nada em troca. O que o destino uniu, ninguém vai separar. Trago seu amor de volta. Trago seu amor de volta. . Agora eu sei. Nas estrelas enxerguei. E nas cartas confirmei. Que tudo levava a nós dois. Eu vou deixar. Onde o vento me levar. Sei que eu vou te encontrar. Só pra te dizer. . Trago seu amor de volta. Nao quero nada em troca. O que o destino uniu, ninguém vai separar. Trago seu amor de volta. Nao quero nada em troca. O que o destino uniu, ninguém vai separar. Trago seu amor de volta. Trago seu amor de volta",Caráter,Positivo
sujeitoauxadjetivo,eu tô cansada,Amante,Pabllo Vittar,Pop; Dance,"Vi você passar com ela ontem. O que a gente faz?. Eu não quero mais ser sua amante. Hey, ou cê me escolhe ou então. Me perdeu, me perdeu. Avisei, eu tô cansada. Pra mim já deu, só me enganei. . Ela não vai te dar o amor que eu te dei. E nem vai te amar como eu te amei. Pode até me dizer que não quer aceitar. Hoje eu vou pro samba, vou me jogar. Eu não sou brinquedo pra me usar. . Não me quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. . Se me arrependi? Não!. Eu te amei de verdade, de verdade. Mas eu sofri. Mas eu não me segurava quando. Ela te beijava e me olhava. . Foi demais, não fui capaz. Suportei demais, ganhei o pior. Eu não quero mais, não mereço mais. Ser amada assim, é ruim pra mim. . Ela não vai te dar o amor que eu te dei. E nem vai te amar como eu te amei. Pode até me dizer que não quer aceitar. Hoje eu vou pro samba, vou me jogar. Eu não sou brinquedo pra me usar. . Não me quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. Não quis agora baba, baba, baba, baba, baba. . Ela não vai te dar o amor que eu te dei. E nem vai te amar como eu te amei. . Não me quis agora baba, baba, baba, baba, baba. (baba, baba, baba). Não me quis agora baba, baba, baba, baba. (baba, baba, baba). Não me quis agora baba, baba, baba, baba, baba. . Coitado...",Emoção,Negativo
sujeitoauxadjetivo,eu tô cheirosa,Clima Quente (part. Biu do Piseiro),Pabllo Vittar,Pop; Dance,"Beat envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente. E tu não pede pra parar. Pra não parar, não vai parar. . Envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente. e tu não pede pra parar. Pra não parar, não vai parar. . Fim de semana é curtição. Eu tô cheirosa, tô de lata na mão. Já tô sacando, já tô sabendo. Que hoje à noite a tropa tá descendo. . Fim de semana é curtição. Eu tô cheiroso, tô de lata na mão. Já tô sacando, já tô sabendo. Que hoje à noite a tropa tá descendo. . Não para, não para, não para não, vai. Não para, não para, não para não. Não para não!. . Beat envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente. e tu não pede pra parar. Pra não parar, não vai parar. . Envolvente, quando toca o corpo sente. E por mais que você tente. o clima é quente e tu não pede pra parar. Pra não parar, não vai parar. . Fim de semana é curtição. Eu tô cheirosa, tô de lata na mão. Já tô sacando, já tô sabendo. E hoje à noite a tropa tá descendo. . Fim de semana é curtição. Eu tô cheiroso, tô de lata na mão. Já tô sacando, já tô sabendo. E hoje à noite a tropa tá descendo. . Não para, não para, não para não, vai. Não para, não para, não para não. Não para, não para, não para não",Aparência,Positivo
sujeitoauxadjetivo,eu tô cheirosa,Clima Quente (Part. Jerry Smith),Pabllo Vittar,Pop; Dance,"Vittar. Jerry Smith. Vem, vem. (Vamo lá). . Beat envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente e tu não pede pra parar. Pra não parar, não vai parar. Envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente e tu não pede pra parar. Pra parar, pra parar. Fim de semana é curtição. Eu tô cheirosa, tô de lata na mão. Já tô sacando, já tô sabendo. E hoje à noite a tropa tá descendo. . Não para, não para, não para não, vai. Não para, não para, não para não, vai. Não para, não para, não para não, vai. Não para, não para, não para não, vai. . Beat envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente e tu não pede pra parar. Pra não parar, não vai parar. Envolvente, quando toca o corpo sente. E por mais que você tente o clima é quente e tu não pede pra parar. Pra parar, pra parar. Fim de semana é curtição. Eu tô cheirosa, tô de lata na mão. Já tô sacando, já tô sabendo. E hoje à noite a tropa tá descendo. . Não para, não para, não para não, vai. Não para, não para, não para não, vai. Não para, não para, não para não, vai. Não para, não para, não para não, vai. . Alô. Jerry, atende aí, meu filho. Bora curtir, vai. E aí, Vittar?. Bora que bora",Aparência,Positivo
ficar_parecer_tornar,eu fico louca,Modo Turbo,Pabllo Vittar,Pop; Dance,Aposto contigo vai fazer o que eu quiser. Com essa turbulência tu não vai parar em pé. . Hoje eu fico louca. looping de beijar na boca. Vem comigo quem aguenta essa porra a noite toda. . Crazy crazy crazy. me levar pro canto pode. No meu love love. Hã hã hã. . Nem chamou. E eu já fui. Se dar bom. Vai dar ruim. Ce não vai esquecer. Vou botar. Pra foder. . Foguete do tipo Nasa saindo da atmosfera. Tem turbina nessa raba e agora niguém me pega. . Aperta o cinto modo turbo. Que a sentada é de outro mundo,Caráter,Negativo
sujeitoauxadjetivo,eu tô doida,Nêga,Pabllo Vittar,Pop; Dance,"Não vem com essa dizendo. Que não tem tempo pra mim. Eu gosto daquele garoto. Que vem fazendo assim. . Manhoso, sem jeito, safado. Vem colado vem. Que eu vou te deixar muito louco. Vou te fazer meu bem. . Todos me querem, mas fazer o quê?. Se sou mais linda, mais foda. Vou te mostrar porquê!. . Não fica sem jeito ninguém é perfeito. Que eu tô na sua, querendo você. Só não chega com pressa. Que o bonde tá armado. Pronto pra me defender. . Se arriscar é burrice. Meu nêgo desiste, vai ter que aprender. Hoje eu tô doida pra beijar na boca. Vem pra cá viver então. . Vem. . Vem pra cá fritar, vem pra cá dançar. Que hoje eu tô doida pra beijar na boca. . Vem. . Vem pra cá dançar, vem pra cá viver. Vem que eu tô doida, vem pra aprender.",Caráter,Negativo
sujeitoauxadjetivo,eu tô linda,Sua Cara,Pabllo Vittar,Pop; Dance,"Major Lazer run the world. . Você prepara, mas não dispara. Você repara, mas não encara. Se acha o cara, mas não me para. Tá cheio de maldade, mas não me encara. Você já tá querendo e eu também. Mas é cheio de história e de porém. Virou covarde, tô com vontade. Mas você tá demorando uma eternidade. . Se você não vem eu vou botar pressão. Não vou te esperar, tô cheia de opção. Eu não sou mulher de aturar sermão. Me encara, se prepara. Que eu vou jogar bem na sua cara. . Bem na sua cara. Eu vou rebolar bem na sua cara. Bem na sua cara. Hoje eu vou jogar bem na sua cara. . Cheguei. Tô preparada pra atacar. Quando o grave bater, eu vou quicar. Na sua cara vou jogar, ah ah. E rebolar, ah ah. . Eu tô linda, livre, leve e solta. Doida pra beijar na boca. Linda, livre, leve e solta. Doida pra beijar na boca. Linda, livre, leve e solta. Doida pra beijar na boca. Linda, livre, leve e solta. Que eu vou jogar bem na sua cara. . Bem na sua cara. Eu vou rebolar bem na sua cara. Bem na sua cara. Hoje eu vou jogar bem na sua cara. . Você prepara, mas não dispara (bem na sua cara). Você repara, mas não encara (bem na sua cara). Se acha o cara, mas não me para (bem na sua cara). Se acha o cara, mas não me para (bem na sua cara). . Se você não vem eu vou botar pressão. Não vou te esperar, to cheia de opção. Eu não sou mulher de aturar sermão. Me encara, se prepara. Que eu vou jogar bem na sua cara",Aparência,Positivo
vozpassiva,eu sou decidida,Trago Seu Amor de Volta (Com Analaga),Pabllo Vittar,Pop; Dance,"Quando eu saí da sua vida. Eu nem pensei em olhar pra trás. Sabe que eu sou decidida. E pra sorrir já chorei demais. Mas o destino convida. E a gente não pensa e só vai, só vai. . E agora eu sei. Nas estrelas enxerguei. E nas cartas confirmei. Que tudo levava a nós dois. . Eu vou deixar. Onde o vento me levar. Sei que eu vou te encontrar. Só pra te dizer. . Trago seu amor de volta. Não quero nada em troca. O que o destino uniu, ninguém vai separar. . Trago seu amor de volta. Não quero nada em troca. O que o destino uniu, ninguém vai separar. . Trago seu amor de volta. Trago seu amor de volta. . E agora eu sei. Nas estrelas. E nas cartas confirmei. . Eu vou deixar. Onde o vento. Sei que eu vou te encontrar. Só pra te dizer. . . O que o destino uniu, ninguém vai separar. . Trago seu amor de volta. Não quero nada em troca. O que o destino uniu, ninguém. . Trago seu amor de volta. Trago seu amor de volta",Caráter,Positivo
